PAN_NO,TARGET_NO,CALL_TYPE,TOC,B_PARTY,LRN_NO,LRN_TSP,CALL_TIME,DURATION,FIRST_CGI,FIRST_LAT,FIRST_LON,LAST_CGI,LAST_LAT,LAST_LON,SMSC_NO,IMEI,IMSI,CALL_FWD,ROAM_NO,SW4MSCID,IN_TG,OUT_TG
PAN500424,9170000004,MO,VOICE,9170000008,5570000008,BSNL,2026-10-11 08:15:00,58,CGI80010,26.88970,75.88920,CGI80010,26.88970,75.88920,919440051914,356000000000999,404450000000404,,HOME,MSC3303,TG106,TG105
PAN500140,9170000002,MO,VOICE,9300000140,5500000140,BSNL,2026-10-11 08:20:00,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG107,TG113
PAN500141,9170000002,MO,VOICE,9300000141,5500000141,VI,2026-10-11 08:30:00,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG103,TG118
PAN500142,9170000002,MO,VOICE,9300000142,5500000142,BSNL,2026-10-11 08:40:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG104,TG115
PAN500143,9170000002,MO,VOICE,9300000143,5500000143,AIRTEL,2026-10-11 08:50:00,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG105,TG120
PAN500144,9170000002,MO,VOICE,9300000144,5500000144,JIO,2026-10-11 09:00:00,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG105,TG116
PAN500261,9170000003,SMS-MO,SMS,9300000175,5500000175,VI,2026-10-11 09:00:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919820051914,356000000000103,404450000000103,,HOME,MSC2202,TG108,TG120
PAN500425,9170000004,SMS-MO,SMS,9300000272,5500000272,BSNL,2026-10-11 09:00:00,0,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919440051914,356000000000999,404450000000405,,HOME,MSC3303,TG105,TG116
PAN500262,9170000003,SMS-MO,SMS,9300000176,5500000176,BSNL,2026-10-11 09:00:18,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919440051914,356000000000103,404450000000103,,HOME,MSC2202,TG119,TG113
PAN500263,9170000003,SMS-MO,SMS,9300000177,5500000177,BSNL,2026-10-11 09:00:36,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919440051914,356000000000103,404450000000103,,HOME,MSC3303,TG105,TG114
PAN500264,9170000003,SMS-MO,SMS,9300000178,5500000178,VI,2026-10-11 09:00:54,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919820051914,356000000000103,404450000000103,,HOME,MSC1101,TG119,TG119
PAN500265,9170000003,SMS-MO,SMS,9300000179,5500000179,VI,2026-10-11 09:01:12,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000000103,404450000000103,,HOME,MSC4404,TG109,TG108
PAN500266,9170000003,SMS-MO,SMS,9300000180,5500000180,VI,2026-10-11 09:01:30,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919820051914,356000000000103,404450000000103,,HOME,MSC1101,TG115,TG115
PAN500267,9170000003,SMS-MO,SMS,9300000181,5500000181,AIRTEL,2026-10-11 09:01:48,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919810051914,356000000000103,404450000000103,,HOME,MSC2202,TG106,TG116
PAN500268,9170000003,SMS-MO,SMS,9300000182,5500000182,VI,2026-10-11 09:02:06,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000000103,404450000000103,,HOME,MSC4404,TG112,TG102
PAN500269,9170000003,SMS-MO,SMS,9300000183,5500000183,AIRTEL,2026-10-11 09:02:24,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919810051914,356000000000103,404450000000103,,HOME,MSC4404,TG114,TG113
PAN500270,9170000003,SMS-MO,SMS,9300000184,5500000184,JIO,2026-10-11 09:02:42,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919890051914,356000000000103,404450000000103,,HOME,MSC2202,TG108,TG113
PAN500271,9170000003,SMS-MO,SMS,9300000185,5500000185,VI,2026-10-11 09:03:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000000103,404450000000103,,HOME,MSC4404,TG104,TG109
PAN500272,9170000003,SMS-MO,SMS,9300000186,5500000186,VI,2026-10-11 09:03:18,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919820051914,356000000000103,404450000000103,,HOME,MSC4404,TG105,TG119
PAN500273,9170000003,SMS-MO,SMS,9300000187,5500000187,VI,2026-10-11 09:03:36,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919820051914,356000000000103,404450000000103,,HOME,MSC2202,TG116,TG116
PAN500274,9170000003,SMS-MO,SMS,9300000188,5500000188,AIRTEL,2026-10-11 09:03:54,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919810051914,356000000000103,404450000000103,,HOME,MSC4404,TG119,TG119
PAN500275,9170000003,SMS-MO,SMS,9300000189,5500000189,VI,2026-10-11 09:04:12,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919820051914,356000000000103,404450000000103,,HOME,MSC3303,TG108,TG116
PAN500145,9170000002,MO,VOICE,9300000145,5500000145,AIRTEL,2026-10-11 09:10:00,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG101,TG106
PAN500146,9170000002,MO,VOICE,9300000146,5500000146,VI,2026-10-11 09:20:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG110,TG107
PAN500147,9170000002,MO,VOICE,9300000147,5500000147,JIO,2026-10-11 09:30:00,5,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG107,TG104
PAN500464,9170000005,MT,VOICE,9170000004,5570000004,BSNL,2026-10-11 09:38:00,93,CGI80013,26.94740,75.87310,CGI80013,26.94740,75.87310,919440051914,356000000000105,404450000000105,,HOME,MSC1101,TG104,TG106
PAN500148,9170000002,MO,VOICE,9300000148,5500000148,AIRTEL,2026-10-11 09:40:00,5,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG105,TG111
PAN500426,9170000004,MO,VOICE,9170000001,5570000001,AIRTEL,2026-10-11 09:45:00,60,CGI80010,26.88970,75.88920,CGI80010,26.88970,75.88920,919810051914,356000000000999,404450000000401,,HOME,MSC4404,TG102,TG115
PAN500149,9170000002,MO,VOICE,9300000149,5500000149,BSNL,2026-10-11 09:50:00,5,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG102,TG113
PAN500150,9170000002,MO,VOICE,9300000150,5500000150,VI,2026-10-11 10:00:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC3303,TG120,TG109
PAN500276,9170000003,SMS-MO,SMS,9300000190,5500000190,BSNL,2026-10-11 10:00:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919440051914,356000000000103,404450000000103,,HOME,MSC2202,TG102,TG115
PAN500336,9170000001,MO,VOICE,9300000193,5500000193,JIO,2026-10-11 10:00:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000101,404450000000101,,HOME,MSC1101,TG107,TG105
PAN500151,9170000002,MO,VOICE,9300000151,5500000151,AIRTEL,2026-10-11 10:10:00,210,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG107,TG118
PAN500152,9170000002,MO,VOICE,9300000152,5500000152,AIRTEL,2026-10-11 10:20:00,211,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG101,TG118
PAN500277,9170000003,SMS-MO,SMS,9300000191,5500000191,JIO,2026-10-11 10:25:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919890051914,356000000000103,404450000000103,,HOME,MSC2202,TG115,TG114
PAN500153,9170000002,MO,VOICE,9300000153,5500000153,BSNL,2026-10-11 10:30:00,212,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG101,TG109
PAN500427,9170000004,MO,VOICE,9170000006,5570000006,AIRTEL,2026-10-11 10:30:00,61,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919810051914,356000000000999,404450000000402,,HOME,MSC1101,TG120,TG120
PAN500337,9170000001,MO,VOICE,9300000194,5500000194,BSNL,2026-10-11 10:35:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000101,404450000000101,,HOME,MSC3303,TG110,TG102
PAN500154,9170000002,MO,VOICE,9300000154,5500000154,BSNL,2026-10-11 10:40:00,213,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG101,TG120
PAN500155,9170000002,MO,VOICE,9300000155,5500000155,BSNL,2026-10-11 10:50:00,214,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG105,TG117
PAN500278,9170000003,SMS-MO,SMS,9300000192,5500000192,BSNL,2026-10-11 10:50:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919440051914,356000000000103,404450000000103,,HOME,MSC3303,TG120,TG111
PAN500156,9170000002,MO,VOICE,9300000156,5500000156,JIO,2026-10-11 11:00:00,215,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG110,TG115
PAN500157,9170000002,MO,VOICE,9300000157,5500000157,JIO,2026-10-11 11:10:00,216,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG107,TG107
PAN500338,9170000001,MO,VOICE,9300000195,5500000195,BSNL,2026-10-11 11:10:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000101,404450000000101,,HOME,MSC1101,TG106,TG120
PAN500279,9170000003,SMS-MO,SMS,9170000002,5570000002,AIRTEL,2026-10-11 11:15:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919810051914,356000000000103,404450000000103,,HOME,MSC3303,TG106,TG113
PAN500428,9170000004,MO,VOICE,9170000007,5570000007,AIRTEL,2026-10-11 11:15:00,62,CGI80010,26.88970,75.88920,CGI80010,26.88970,75.88920,919810051914,356000000000999,404450000000403,,HOME,MSC3303,TG117,TG105
PAN500158,9170000002,MO,VOICE,9300000158,5500000158,JIO,2026-10-11 11:20:00,217,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG108,TG103
PAN500159,9170000002,MO,VOICE,9300000159,5500000159,BSNL,2026-10-11 11:30:00,218,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG113,TG107
PAN500465,9170000005,MT,VOICE,9812222200,5512222200,BSNL,2026-10-11 11:32:00,94,CGI80011,27.00410,75.77940,CGI80011,27.00410,75.77940,919440051914,356000000000105,404450000000105,,HOME,MSC3303,TG120,TG106
PAN500160,9170000002,MO,VOICE,9300000160,5500000160,JIO,2026-10-11 11:40:00,219,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC4404,TG116,TG114
PAN500280,9170000003,SMS-MO,SMS,9170000004,5570000004,AIRTEL,2026-10-11 11:40:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919810051914,356000000000103,404450000000103,,HOME,MSC1101,TG114,TG120
PAN500339,9170000001,MO,VOICE,9300000196,5500000196,JIO,2026-10-11 11:45:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000101,404450000000101,,HOME,MSC3303,TG104,TG105
PAN500161,9170000002,MO,VOICE,9300000161,5500000161,BSNL,2026-10-11 11:50:00,220,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG118,TG115
PAN500162,9170000002,MO,VOICE,9300000162,5500000162,JIO,2026-10-11 12:00:00,221,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC4404,TG114,TG114
PAN500429,9170000004,SMS-MO,SMS,9170000008,5570000008,BSNL,2026-10-11 12:00:00,0,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919440051914,356000000000999,404450000000404,,HOME,MSC1101,TG108,TG112
PAN500281,9170000003,SMS-MO,SMS,9170000006,5570000006,AIRTEL,2026-10-11 12:05:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919810051914,356000000000103,404450000000103,,HOME,MSC2202,TG102,TG111
PAN500163,9170000002,MO,VOICE,9300000163,5500000163,VI,2026-10-11 12:10:00,222,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG111,TG108
PAN500164,9170000002,MO,VOICE,9300000164,5500000164,BSNL,2026-10-11 12:20:00,223,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG101,TG103
PAN500340,9170000001,MO,VOICE,9300000197,5500000197,VI,2026-10-11 12:20:00,5,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000101,404450000000101,,HOME,MSC2202,TG105,TG109
PAN500165,9170000002,MO,VOICE,9300000165,5500000165,VI,2026-10-11 12:30:00,224,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919820051914,356000000000102,404450000000102,,HOME,MSC3303,TG118,TG101
PAN500282,9170000003,SMS-MO,SMS,9170000007,5570000007,JIO,2026-10-11 12:30:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919890051914,356000000000103,404450000000103,,HOME,MSC4404,TG103,TG114
PAN500166,9170000002,MO,VOICE,9300000166,5500000166,AIRTEL,2026-10-11 12:40:00,225,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG102,TG113
PAN500430,9170000004,MO,VOICE,9300000277,5500000277,BSNL,2026-10-11 12:45:00,64,CGI80010,26.88970,75.88920,CGI80010,26.88970,75.88920,919440051914,356000000000999,404450000000405,,HOME,MSC3303,TG105,TG109
PAN500167,9170000002,MO,VOICE,9300000167,5500000167,BSNL,2026-10-11 12:50:00,226,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG117,TG104
PAN500283,9170000003,SMS-MO,SMS,9300000173,5500000173,VI,2026-10-11 12:55:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000000103,404450000000103,,HOME,MSC2202,TG105,TG108
PAN500341,9170000001,MO,VOICE,9300000198,5500000198,AIRTEL,2026-10-11 12:55:00,120,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000101,404450000000101,,HOME,MSC1101,TG106,TG115
PAN500168,9170000002,MO,VOICE,9300000168,5500000168,BSNL,2026-10-11 13:00:00,227,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG107,TG103
PAN500169,9170000002,MO,VOICE,9300000169,5500000169,BSNL,2026-10-11 13:10:00,228,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG107,TG113
PAN500170,9170000002,MO,VOICE,9300000170,5500000170,BSNL,2026-10-11 13:20:00,229,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG112,TG116
PAN500284,9170000003,SMS-MO,SMS,9300000174,5500000174,JIO,2026-10-11 13:20:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919890051914,356000000000103,404450000000103,,HOME,MSC3303,TG101,TG118
PAN500466,9170000005,MT,VOICE,9170000001,5570000001,JIO,2026-10-11 13:26:00,95,CGI80012,26.81230,75.73550,CGI80012,26.81230,75.73550,919890051914,356000000000105,404450000000105,,HOME,MSC4404,TG116,TG115
PAN500171,9170000002,MO,VOICE,9170000001,5570000001,VI,2026-10-11 13:30:00,230,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG106,TG101
PAN500342,9170000001,MO,VOICE,9300000199,5500000199,JIO,2026-10-11 13:30:00,120,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000101,404450000000101,,HOME,MSC3303,TG107,TG108
PAN500431,9170000004,MO,VOICE,9170000001,5570000001,AIRTEL,2026-10-11 13:30:00,65,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919810051914,356000000000999,404450000000401,,HOME,MSC2202,TG110,TG119
PAN500172,9170000002,MO,VOICE,9170000001,5570000001,AIRTEL,2026-10-11 13:40:00,231,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG112,TG117
PAN500285,9170000003,SMS-MO,SMS,9300000175,5500000175,AIRTEL,2026-10-11 13:45:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919810051914,356000000000103,404450000000103,,HOME,MSC2202,TG117,TG112
PAN500173,9170000002,MO,VOICE,9170000001,5570000001,BSNL,2026-10-11 13:50:00,232,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG108,TG106
PAN500174,9170000002,MO,VOICE,9170000001,5570000001,BSNL,2026-10-11 14:00:00,233,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG113,TG117
PAN500343,9170000001,MO,VOICE,9300000200,5500000200,AIRTEL,2026-10-11 14:05:00,120,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000101,404450000000101,,HOME,MSC2202,TG104,TG119
PAN500175,9170000002,MO,VOICE,9170000001,5570000001,VI,2026-10-11 14:10:00,234,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG109,TG108
PAN500286,9170000003,SMS-MO,SMS,9300000176,5500000176,JIO,2026-10-11 14:10:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919890051914,356000000000103,404450000000103,,HOME,MSC1101,TG120,TG115
PAN500432,9170000004,MO,VOICE,9170000006,5570000006,BSNL,2026-10-11 14:15:00,66,CGI80010,26.88970,75.88920,CGI80010,26.88970,75.88920,919440051914,356000000000999,404450000000402,,HOME,MSC4404,TG118,TG112
PAN500176,9170000002,MO,VOICE,9170000001,5570000001,BSNL,2026-10-11 14:20:00,235,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG112,TG118
PAN500177,9170000002,MO,VOICE,9170000003,5570000003,JIO,2026-10-11 14:30:00,236,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919890051914,356000000000102,404450000000102,,HOME,MSC4404,TG103,TG104
PAN500344,9170000001,SMS-MO,SMS,9300000201,5500000201,BSNL,2026-10-11 14:30:00,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000101,404450000000101,,HOME,MSC2202,TG108,TG111
PAN500287,9170000003,SMS-MO,SMS,9300000177,5500000177,JIO,2026-10-11 14:35:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919890051914,356000000000103,404450000000103,,HOME,MSC4404,TG119,TG105
PAN500178,9170000002,MO,VOICE,9170000003,5570000003,BSNL,2026-10-11 14:40:00,237,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG111,TG110
PAN500345,9170000001,SMS-MO,SMS,9300000202,5500000202,BSNL,2026-10-11 14:48:00,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000101,404450000000101,,HOME,MSC4404,TG111,TG116
PAN500179,9170000002,MO,VOICE,9170000003,5570000003,BSNL,2026-10-11 14:50:00,238,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG118,TG104
PAN500180,9170000002,MO,VOICE,9170000003,5570000003,BSNL,2026-10-11 15:00:00,239,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG105,TG110
PAN500288,9170000003,SMS-MO,SMS,9300000178,5500000178,VI,2026-10-11 15:00:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919820051914,356000000000103,404450000000103,,HOME,MSC2202,TG116,TG110
PAN500433,9170000004,SMS-MO,SMS,9170000007,5570000007,VI,2026-10-11 15:00:00,0,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919820051914,356000000000999,404450000000403,,HOME,MSC1101,TG120,TG104
PAN500346,9170000001,SMS-MO,SMS,9300000203,5500000203,JIO,2026-10-11 15:06:00,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000101,404450000000101,,HOME,MSC2202,TG104,TG108
PAN500181,9170000002,MO,VOICE,9170000003,5570000003,JIO,2026-10-11 15:10:00,240,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919890051914,356000000000102,404450000000102,,HOME,MSC1101,TG119,TG106
PAN500182,9170000002,MO,VOICE,9170000003,5570000003,BSNL,2026-10-11 15:20:00,241,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG111,TG104
PAN500467,9170000005,MT,VOICE,9170000002,5570000002,JIO,2026-10-11 15:20:00,96,CGI80013,26.94740,75.87310,CGI80013,26.94740,75.87310,919890051914,356000000000105,404450000000105,,HOME,MSC1101,TG113,TG113
PAN500347,9170000001,SMS-MO,SMS,9300000204,5500000204,JIO,2026-10-11 15:24:00,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000101,404450000000101,,HOME,MSC1101,TG108,TG110
PAN500289,9170000003,SMS-MO,SMS,9300000179,5500000179,VI,2026-10-11 15:25:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000000103,404450000000103,,HOME,MSC1101,TG117,TG101
PAN500183,9170000002,MO,VOICE,9170000004,5570000004,BSNL,2026-10-11 15:30:00,242,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG114,TG116
PAN500184,9170000002,MO,VOICE,9170000004,5570000004,BSNL,2026-10-11 15:40:00,243,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG108,TG101
PAN500348,9170000001,SMS-MO,SMS,9300000205,5500000205,BSNL,2026-10-11 15:42:00,0,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000101,404450000000101,,HOME,MSC4404,TG106,TG101
PAN500434,9170000004,MO,VOICE,9170000008,5570000008,JIO,2026-10-11 15:45:00,68,CGI80010,26.88970,75.88920,CGI80010,26.88970,75.88920,919890051914,356000000000999,404450000000404,,HOME,MSC3303,TG103,TG102
PAN500185,9170000002,MO,VOICE,9170000004,5570000004,BSNL,2026-10-11 15:50:00,244,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG115,TG102
PAN500290,9170000003,SMS-MO,SMS,9300000180,5500000180,JIO,2026-10-11 15:50:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919890051914,356000000000103,404450000000103,,HOME,MSC4404,TG119,TG114
PAN500186,9170000002,MO,VOICE,9170000004,5570000004,JIO,2026-10-11 16:00:00,245,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG101,TG110
PAN500187,9170000002,MO,VOICE,9170000004,5570000004,BSNL,2026-10-11 16:10:00,246,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG115,TG107
PAN500291,9170000003,SMS-MO,SMS,9300000181,5500000181,JIO,2026-10-11 16:15:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919890051914,356000000000103,404450000000103,,HOME,MSC2202,TG101,TG116
PAN500188,9170000002,MO,VOICE,9170000004,5570000004,VI,2026-10-11 16:20:00,247,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG115,TG106
PAN500189,9170000002,MO,VOICE,9170000005,5570000005,JIO,2026-10-11 16:30:00,248,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919890051914,356000000000102,404450000000102,,HOME,MSC4404,TG112,TG113
PAN500435,9170000004,MO,VOICE,9300000282,5500000282,VI,2026-10-11 16:30:00,69,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919820051914,356000000000999,404450000000405,,HOME,MSC2202,TG117,TG113
PAN500190,9170000002,MO,VOICE,9170000005,5570000005,VI,2026-10-11 16:40:00,249,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG112,TG118
PAN500292,9170000003,SMS-MO,SMS,9300000182,5500000182,AIRTEL,2026-10-11 16:40:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919810051914,356000000000103,404450000000103,,HOME,MSC4404,TG109,TG102
PAN500191,9170000002,MO,VOICE,9170000005,5570000005,VI,2026-10-11 16:50:00,250,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG109,TG111
PAN500192,9170000002,MO,VOICE,9170000005,5570000005,VI,2026-10-11 17:00:00,251,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG120,TG113
PAN500293,9170000003,SMS-MO,SMS,9300000183,5500000183,JIO,2026-10-11 17:05:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919890051914,356000000000103,404450000000103,,HOME,MSC2202,TG112,TG113
PAN500193,9170000002,MO,VOICE,9170000005,5570000005,JIO,2026-10-11 17:10:00,252,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG101,TG103
PAN500468,9170000005,MT,VOICE,9170000003,5570000003,BSNL,2026-10-11 17:14:00,97,CGI80011,27.00410,75.77940,CGI80011,27.00410,75.77940,919440051914,356000000000105,404450000000105,,HOME,MSC3303,TG109,TG108
